,data,valor,data_extracao,responsavel
selic_1599,2017-02-23,0.045513,2023-07-14,AUTORA
selic_1600,2017-02-22,0.048159,2023-07-14,AUTORA
selic_1601,2017-02-21,0.048159,2023-07-14,AUTORA
selic_1602,2017-02-20,0.048159,2023-07-14,AUTORA
selic_1603,2017-02-17,0.048159,2023-07-14,AUTORA
selic_1604,2017-02-16,0.048159,2023-07-14,AUTORA
selic_1605,2017-02-15,0.048159,2023-07-14,AUTORA
selic_1606,2017-02-14,0.048159,2023-07-14,AUTORA
selic_1607,2017-02-13,0.048159,2023-07-14,AUTORA
selic_1608,2017-02-10,0.048159,2023-07-14,AUTORA
selic_1609,2017-02-09,0.048159,2023-07-14,AUTORA
selic_1610,2017-02-08,0.048159,2023-07-14,AUTORA
selic_1611,2017-02-07,0.048159,2023-07-14,AUTORA
selic_1612,2017-02-06,0.048159,2023-07-14,AUTORA
selic_1613,2017-02-03,0.048159,2023-07-14,AUTORA
selic_1614,2017-02-02,0.048159,2023-07-14,AUTORA
selic_1615,2017-02-01,0.048159,2023-07-14,AUTORA
selic_1616,2017-01-31,0.048159,2023-07-14,AUTORA
selic_1617,2017-01-30,0.048159,2023-07-14,AUTORA
selic_1618,2017-01-27,0.048159,2023-07-14,AUTORA
selic_1619,2017-01-26,0.048159,2023-07-14,AUTORA
selic_1620,2017-01-25,0.048159,2023-07-14,AUTORA
selic_1621,2017-01-24,0.048159,2023-07-14,AUTORA
selic_1622,2017-01-23,0.048159,2023-07-14,AUTORA
selic_1623,2017-01-20,0.048159,2023-07-14,AUTORA
selic_1624,2017-01-19,0.048159,2023-07-14,AUTORA
selic_1625,2017-01-18,0.048159,2023-07-14,AUTORA
selic_1626,2017-01-17,0.048159,2023-07-14,AUTORA
selic_1627,2017-01-16,0.048159,2023-07-14,AUTORA
selic_1628,2017-01-13,0.048159,2023-07-14,AUTORA
selic_1629,2017-01-12,0.048159,2023-07-14,AUTORA
selic_1630,2017-01-11,0.050788,2023-07-14,AUTORA
selic_1631,2017-01-10,0.050788,2023-07-14,AUTORA
selic_1632,2017-01-09,0.050788,2023-07-14,AUTORA
selic_1633,2017-01-06,0.050788,2023-07-14,AUTORA
selic_1634,2017-01-05,0.050788,2023-07-14,AUTORA
selic_1635,2017-01-04,0.050788,2023-07-14,AUTORA
selic_1636,2017-01-03,0.050788,2023-07-14,AUTORA
selic_1637,2017-01-02,0.050788,2023-07-14,AUTORA
selic_1638,2016-12-30,0.050788,2023-07-14,AUTORA
selic_1639,2016-12-29,0.050788,2023-07-14,AUTORA
selic_1640,2016-12-28,0.050788,2023-07-14,AUTORA
selic_1641,2016-12-27,0.050788,2023-07-14,AUTORA
selic_1642,2016-12-26,0.050788,2023-07-14,AUTORA
selic_1643,2016-12-23,0.050788,2023-07-14,AUTORA
selic_1644,2016-12-22,0.050788,2023-07-14,AUTORA
selic_1645,2016-12-21,0.050788,2023-07-14,AUTORA
selic_1646,2016-12-20,0.050788,2023-07-14,AUTORA
selic_1647,2016-12-19,0.050788,2023-07-14,AUTORA
selic_1648,2016-12-16,0.050788,2023-07-14,AUTORA
selic_1649,2016-12-15,0.050788,2023-07-14,AUTORA
selic_1650,2016-12-14,0.050788,2023-07-14,AUTORA
selic_1651,2016-12-13,0.050788,2023-07-14,AUTORA
selic_1652,2016-12-12,0.050788,2023-07-14,AUTORA
selic_1653,2016-12-09,0.050788,2023-07-14,AUTORA
selic_1654,2016-12-08,0.050788,2023-07-14,AUTORA
selic_1655,2016-12-07,0.050788,2023-07-14,AUTORA
selic_1656,2016-12-06,0.050788,2023-07-14,AUTORA
selic_1657,2016-12-05,0.050788,2023-07-14,AUTORA
selic_1658,2016-12-02,0.050788,2023-07-14,AUTORA
selic_1659,2016-12-01,0.050788,2023-07-14,AUTORA
selic_1660,2016-11-30,0.05166,2023-07-14,AUTORA
selic_1661,2016-11-29,0.05166,2023-07-14,AUTORA
selic_1662,2016-11-28,0.05166,2023-07-14,AUTORA
selic_1663,2016-11-25,0.05166,2023-07-14,AUTORA
selic_1664,2016-11-24,0.05166,2023-07-14,AUTORA
selic_1665,2016-11-23,0.05166,2023-07-14,AUTORA
selic_1666,2016-11-22,0.05166,2023-07-14,AUTORA
selic_1667,2016-11-21,0.05166,2023-07-14,AUTORA
selic_1668,2016-11-18,0.05166,2023-07-14,AUTORA
selic_1669,2016-11-17,0.05166,2023-07-14,AUTORA
selic_1670,2016-11-16,0.05166,2023-07-14,AUTORA
selic_1671,2016-11-14,0.05166,2023-07-14,AUTORA
selic_1672,2016-11-11,0.05166,2023-07-14,AUTORA
selic_1673,2016-11-10,0.05166,2023-07-14,AUTORA
selic_1674,2016-11-09,0.05166,2023-07-14,AUTORA
selic_1675,2016-11-08,0.05166,2023-07-14,AUTORA
selic_1676,2016-11-07,0.05166,2023-07-14,AUTORA
selic_1677,2016-11-04,0.05166,2023-07-14,AUTORA
selic_1678,2016-11-03,0.05166,2023-07-14,AUTORA
selic_1679,2016-11-01,0.05166,2023-07-14,AUTORA
selic_1680,2016-10-31,0.05166,2023-07-14,AUTORA
selic_1681,2016-10-28,0.05166,2023-07-14,AUTORA
selic_1682,2016-10-27,0.05166,2023-07-14,AUTORA
selic_1683,2016-10-26,0.05166,2023-07-14,AUTORA
selic_1684,2016-10-25,0.05166,2023-07-14,AUTORA
selic_1685,2016-10-24,0.05166,2023-07-14,AUTORA
selic_1686,2016-10-21,0.05166,2023-07-14,AUTORA
selic_1687,2016-10-20,0.05166,2023-07-14,AUTORA
selic_1688,2016-10-19,0.052531,2023-07-14,AUTORA
selic_1689,2016-10-18,0.052531,2023-07-14,AUTORA
selic_1690,2016-10-17,0.052531,2023-07-14,AUTORA
selic_1691,2016-10-14,0.052531,2023-07-14,AUTORA
selic_1692,2016-10-13,0.052531,2023-07-14,AUTORA
selic_1693,2016-10-11,0.052531,2023-07-14,AUTORA
selic_1694,2016-10-10,0.052531,2023-07-14,AUTORA
selic_1695,2016-10-07,0.052531,2023-07-14,AUTORA
selic_1696,2016-10-06,0.052531,2023-07-14,AUTORA
selic_1697,2016-10-05,0.052531,2023-07-14,AUTORA
selic_1698,2016-10-04,0.052531,2023-07-14,AUTORA
selic_1699,2016-10-03,0.052531,2023-07-14,AUTORA
selic_1700,2016-09-30,0.052531,2023-07-14,AUTORA
selic_1701,2016-09-29,0.052531,2023-07-14,AUTORA
selic_1702,2016-09-28,0.052531,2023-07-14,AUTORA
selic_1703,2016-09-27,0.052531,2023-07-14,AUTORA
selic_1704,2016-09-26,0.052531,2023-07-14,AUTORA
selic_1705,2016-09-23,0.052531,2023-07-14,AUTORA
selic_1706,2016-09-22,0.052531,2023-07-14,AUTORA
selic_1707,2016-09-21,0.052531,2023-07-14,AUTORA
selic_1708,2016-09-20,0.052531,2023-07-14,AUTORA
selic_1709,2016-09-19,0.052531,2023-07-14,AUTORA
selic_1710,2016-09-16,0.052531,2023-07-14,AUTORA
selic_1711,2016-09-15,0.052531,2023-07-14,AUTORA
selic_1712,2016-09-14,0.052531,2023-07-14,AUTORA
selic_1713,2016-09-13,0.052531,2023-07-14,AUTORA
selic_1714,2016-09-12,0.052531,2023-07-14,AUTORA
selic_1715,2016-09-09,0.052531,2023-07-14,AUTORA
selic_1716,2016-09-08,0.052531,2023-07-14,AUTORA
selic_1717,2016-09-06,0.052531,2023-07-14,AUTORA
selic_1718,2016-09-05,0.052531,2023-07-14,AUTORA
selic_1719,2016-09-02,0.052531,2023-07-14,AUTORA
selic_1720,2016-09-01,0.052531,2023-07-14,AUTORA
selic_1721,2016-08-31,0.052531,2023-07-14,AUTORA
selic_1722,2016-08-30,0.052531,2023-07-14,AUTORA
selic_1723,2016-08-29,0.052531,2023-07-14,AUTORA
selic_1724,2016-08-26,0.052531,2023-07-14,AUTORA
selic_1725,2016-08-25,0.052531,2023-07-14,AUTORA
selic_1726,2016-08-24,0.052531,2023-07-14,AUTORA
selic_1727,2016-08-23,0.052531,2023-07-14,AUTORA
selic_1728,2016-08-22,0.052531,2023-07-14,AUTORA
selic_1729,2016-08-19,0.052531,2023-07-14,AUTORA
selic_1730,2016-08-18,0.052531,2023-07-14,AUTORA
selic_1731,2016-08-17,0.052531,2023-07-14,AUTORA
selic_1732,2016-08-16,0.052531,2023-07-14,AUTORA
selic_1733,2016-08-15,0.052531,2023-07-14,AUTORA
selic_1734,2016-08-12,0.052531,2023-07-14,AUTORA
selic_1735,2016-08-11,0.052531,2023-07-14,AUTORA
selic_1736,2016-08-10,0.052531,2023-07-14,AUTORA
selic_1737,2016-08-09,0.052531,2023-07-14,AUTORA
selic_1738,2016-08-08,0.052531,2023-07-14,AUTORA
selic_1739,2016-08-05,0.052531,2023-07-14,AUTORA
selic_1740,2016-08-04,0.052531,2023-07-14,AUTORA
selic_1741,2016-08-03,0.052531,2023-07-14,AUTORA
selic_1742,2016-08-02,0.052531,2023-07-14,AUTORA
selic_1743,2016-08-01,0.052531,2023-07-14,AUTORA
selic_1744,2016-07-29,0.052531,2023-07-14,AUTORA
selic_1745,2016-07-28,0.052531,2023-07-14,AUTORA
selic_1746,2016-07-27,0.052531,2023-07-14,AUTORA
selic_1747,2016-07-26,0.052531,2023-07-14,AUTORA
selic_1748,2016-07-25,0.052531,2023-07-14,AUTORA
selic_1749,2016-07-22,0.052531,2023-07-14,AUTORA
selic_1750,2016-07-21,0.052531,2023-07-14,AUTORA
selic_1751,2016-07-20,0.052531,2023-07-14,AUTORA
selic_1752,2016-07-19,0.052531,2023-07-14,AUTORA
selic_1753,2016-07-18,0.052531,2023-07-14,AUTORA
selic_1754,2016-07-15,0.052531,2023-07-14,AUTORA
selic_1755,2016-07-14,0.052531,2023-07-14,AUTORA
selic_1756,2016-07-13,0.052531,2023-07-14,AUTORA
selic_1757,2016-07-12,0.052531,2023-07-14,AUTORA
selic_1758,2016-07-11,0.052531,2023-07-14,AUTORA
selic_1759,2016-07-08,0.052531,2023-07-14,AUTORA
selic_1760,2016-07-07,0.052531,2023-07-14,AUTORA
selic_1761,2016-07-06,0.052531,2023-07-14,AUTORA
selic_1762,2016-07-05,0.052531,2023-07-14,AUTORA
selic_1763,2016-07-04,0.052531,2023-07-14,AUTORA
selic_1764,2016-07-01,0.052531,2023-07-14,AUTORA
selic_1765,2016-06-30,0.052531,2023-07-14,AUTORA
selic_1766,2016-06-29,0.052531,2023-07-14,AUTORA
selic_1767,2016-06-28,0.052531,2023-07-14,AUTORA
selic_1768,2016-06-27,0.052531,2023-07-14,AUTORA
selic_1769,2016-06-24,0.052531,2023-07-14,AUTORA
selic_1770,2016-06-23,0.052531,2023-07-14,AUTORA
selic_1771,2016-06-22,0.052531,2023-07-14,AUTORA
selic_1772,2016-06-21,0.052531,2023-07-14,AUTORA
selic_1773,2016-06-20,0.052531,2023-07-14,AUTORA
selic_1774,2016-06-17,0.052531,2023-07-14,AUTORA
selic_1775,2016-06-16,0.052531,2023-07-14,AUTORA
selic_1776,2016-06-15,0.052531,2023-07-14,AUTORA
selic_1777,2016-06-14,0.052531,2023-07-14,AUTORA
selic_1778,2016-06-13,0.052531,2023-07-14,AUTORA
selic_1779,2016-06-10,0.052531,2023-07-14,AUTORA
selic_1780,2016-06-09,0.052531,2023-07-14,AUTORA
selic_1781,2016-06-08,0.052531,2023-07-14,AUTORA
selic_1782,2016-06-07,0.052531,2023-07-14,AUTORA
selic_1783,2016-06-06,0.052531,2023-07-14,AUTORA
selic_1784,2016-06-03,0.052531,2023-07-14,AUTORA
selic_1785,2016-06-02,0.052531,2023-07-14,AUTORA
selic_1786,2016-06-01,0.052531,2023-07-14,AUTORA
selic_1787,2016-05-31,0.052531,2023-07-14,AUTORA
selic_1788,2016-05-30,0.052531,2023-07-14,AUTORA
selic_1789,2016-05-27,0.052531,2023-07-14,AUTORA
selic_1790,2016-05-25,0.052531,2023-07-14,AUTORA
selic_1791,2016-05-24,0.052531,2023-07-14,AUTORA
selic_1792,2016-05-23,0.052531,2023-07-14,AUTORA
selic_1793,2016-05-20,0.052531,2023-07-14,AUTORA
selic_1794,2016-05-19,0.052531,2023-07-14,AUTORA
selic_1795,2016-05-18,0.052531,2023-07-14,AUTORA
selic_1796,2016-05-17,0.052531,2023-07-14,AUTORA
selic_1797,2016-05-16,0.052531,2023-07-14,AUTORA
selic_1798,2016-05-13,0.052531,2023-07-14,AUTORA
selic_1799,2016-05-12,0.052531,2023-07-14,AUTORA
selic_1800,2016-05-11,0.052531,2023-07-14,AUTORA
selic_1801,2016-05-10,0.052531,2023-07-14,AUTORA
selic_1802,2016-05-09,0.052531,2023-07-14,AUTORA
selic_1803,2016-05-06,0.052531,2023-07-14,AUTORA
selic_1804,2016-05-05,0.052531,2023-07-14,AUTORA
selic_1805,2016-05-04,0.052531,2023-07-14,AUTORA
selic_1806,2016-05-03,0.052531,2023-07-14,AUTORA
selic_1807,2016-05-02,0.052531,2023-07-14,AUTORA
selic_1808,2016-04-29,0.052531,2023-07-14,AUTORA
selic_1809,2016-04-28,0.052531,2023-07-14,AUTORA
selic_1810,2016-04-27,0.052531,2023-07-14,AUTORA
selic_1811,2016-04-26,0.052531,2023-07-14,AUTORA
selic_1812,2016-04-25,0.052531,2023-07-14,AUTORA
selic_1813,2016-04-22,0.052531,2023-07-14,AUTORA
selic_1814,2016-04-20,0.052531,2023-07-14,AUTORA
selic_1815,2016-04-19,0.052531,2023-07-14,AUTORA
selic_1816,2016-04-18,0.052531,2023-07-14,AUTORA
selic_1817,2016-04-15,0.052531,2023-07-14,AUTORA
selic_1818,2016-04-14,0.052531,2023-07-14,AUTORA
selic_1819,2016-04-13,0.052531,2023-07-14,AUTORA
selic_1820,2016-04-12,0.052531,2023-07-14,AUTORA
selic_1821,2016-04-11,0.052531,2023-07-14,AUTORA
selic_1822,2016-04-08,0.052531,2023-07-14,AUTORA
selic_1823,2016-04-07,0.052531,2023-07-14,AUTORA
selic_1824,2016-04-06,0.052531,2023-07-14,AUTORA
selic_1825,2016-04-05,0.052531,2023-07-14,AUTORA
selic_1826,2016-04-04,0.052531,2023-07-14,AUTORA
selic_1827,2016-04-01,0.052531,2023-07-14,AUTORA
selic_1828,2016-03-31,0.052531,2023-07-14,AUTORA
selic_1829,2016-03-30,0.052531,2023-07-14,AUTORA
selic_1830,2016-03-29,0.052531,2023-07-14,AUTORA
selic_1831,2016-03-28,0.052531,2023-07-14,AUTORA
selic_1832,2016-03-24,0.052531,2023-07-14,AUTORA
selic_1833,2016-03-23,0.052531,2023-07-14,AUTORA
selic_1834,2016-03-22,0.052531,2023-07-14,AUTORA
selic_1835,2016-03-21,0.052531,2023-07-14,AUTORA
selic_1836,2016-03-18,0.052531,2023-07-14,AUTORA
selic_1837,2016-03-17,0.052531,2023-07-14,AUTORA
selic_1838,2016-03-16,0.052531,2023-07-14,AUTORA
selic_1839,2016-03-15,0.052531,2023-07-14,AUTORA
selic_1840,2016-03-14,0.052531,2023-07-14,AUTORA
selic_1841,2016-03-11,0.052531,2023-07-14,AUTORA
selic_1842,2016-03-10,0.052531,2023-07-14,AUTORA
selic_1843,2016-03-09,0.052531,2023-07-14,AUTORA
selic_1844,2016-03-08,0.052531,2023-07-14,AUTORA
selic_1845,2016-03-07,0.052531,2023-07-14,AUTORA
selic_1846,2016-03-04,0.052531,2023-07-14,AUTORA
selic_1847,2016-03-03,0.052531,2023-07-14,AUTORA
selic_1848,2016-03-02,0.052531,2023-07-14,AUTORA
selic_1849,2016-03-01,0.052531,2023-07-14,AUTORA
selic_1850,2016-02-29,0.052531,2023-07-14,AUTORA
selic_1851,2016-02-26,0.052531,2023-07-14,AUTORA
selic_1852,2016-02-25,0.052531,2023-07-14,AUTORA
selic_1853,2016-02-24,0.052531,2023-07-14,AUTORA
selic_1854,2016-02-23,0.052531,2023-07-14,AUTORA
selic_1855,2016-02-22,0.052531,2023-07-14,AUTORA
selic_1856,2016-02-19,0.052531,2023-07-14,AUTORA
selic_1857,2016-02-18,0.052531,2023-07-14,AUTORA
selic_1858,2016-02-17,0.052531,2023-07-14,AUTORA
selic_1859,2016-02-16,0.052531,2023-07-14,AUTORA
selic_1860,2016-02-15,0.052531,2023-07-14,AUTORA
selic_1861,2016-02-12,0.052531,2023-07-14,AUTORA
selic_1862,2016-02-11,0.052531,2023-07-14,AUTORA
selic_1863,2016-02-10,0.052531,2023-07-14,AUTORA
selic_1864,2016-02-05,0.052531,2023-07-14,AUTORA
selic_1865,2016-02-04,0.052531,2023-07-14,AUTORA
selic_1866,2016-02-03,0.052531,2023-07-14,AUTORA
selic_1867,2016-02-02,0.052531,2023-07-14,AUTORA
selic_1868,2016-02-01,0.052531,2023-07-14,AUTORA
selic_1869,2016-01-29,0.052531,2023-07-14,AUTORA
selic_1870,2016-01-28,0.052531,2023-07-14,AUTORA
selic_1871,2016-01-27,0.052531,2023-07-14,AUTORA
selic_1872,2016-01-26,0.052531,2023-07-14,AUTORA
selic_1873,2016-01-25,0.052531,2023-07-14,AUTORA
selic_1874,2016-01-22,0.052531,2023-07-14,AUTORA
selic_1875,2016-01-21,0.052531,2023-07-14,AUTORA
selic_1876,2016-01-20,0.052531,2023-07-14,AUTORA
selic_1877,2016-01-19,0.052531,2023-07-14,AUTORA
selic_1878,2016-01-18,0.052531,2023-07-14,AUTORA
selic_1879,2016-01-15,0.052531,2023-07-14,AUTORA
selic_1880,2016-01-14,0.052531,2023-07-14,AUTORA
selic_1881,2016-01-13,0.052531,2023-07-14,AUTORA
selic_1882,2016-01-12,0.052531,2023-07-14,AUTORA
selic_1883,2016-01-11,0.052531,2023-07-14,AUTORA
selic_1884,2016-01-08,0.052531,2023-07-14,AUTORA
selic_1885,2016-01-07,0.052531,2023-07-14,AUTORA
selic_1886,2016-01-06,0.052531,2023-07-14,AUTORA
selic_1887,2016-01-05,0.052531,2023-07-14,AUTORA
selic_1888,2016-01-04,0.052531,2023-07-14,AUTORA
selic_1889,2015-12-31,0.052531,2023-07-14,AUTORA
selic_1890,2015-12-30,0.052531,2023-07-14,AUTORA
selic_1891,2015-12-29,0.052531,2023-07-14,AUTORA
selic_1892,2015-12-28,0.052531,2023-07-14,AUTORA
selic_1893,2015-12-24,0.052531,2023-07-14,AUTORA
selic_1894,2015-12-23,0.052531,2023-07-14,AUTORA
selic_1895,2015-12-22,0.052531,2023-07-14,AUTORA
selic_1896,2015-12-21,0.052531,2023-07-14,AUTORA
selic_1897,2015-12-18,0.052531,2023-07-14,AUTORA
selic_1898,2015-12-17,0.052531,2023-07-14,AUTORA
selic_1899,2015-12-16,0.052531,2023-07-14,AUTORA
selic_1900,2015-12-15,0.052531,2023-07-14,AUTORA
selic_1901,2015-12-14,0.052531,2023-07-14,AUTORA
selic_1902,2015-12-11,0.052531,2023-07-14,AUTORA
selic_1903,2015-12-10,0.052531,2023-07-14,AUTORA
selic_1904,2015-12-09,0.052531,2023-07-14,AUTORA
selic_1905,2015-12-08,0.052531,2023-07-14,AUTORA
selic_1906,2015-12-07,0.052531,2023-07-14,AUTORA
selic_1907,2015-12-04,0.052531,2023-07-14,AUTORA
selic_1908,2015-12-03,0.052531,2023-07-14,AUTORA
selic_1909,2015-12-02,0.052531,2023-07-14,AUTORA
selic_1910,2015-12-01,0.052531,2023-07-14,AUTORA
selic_1911,2015-11-30,0.052531,2023-07-14,AUTORA
selic_1912,2015-11-27,0.052531,2023-07-14,AUTORA
selic_1913,2015-11-26,0.052531,2023-07-14,AUTORA
selic_1914,2015-11-25,0.052531,2023-07-14,AUTORA
selic_1915,2015-11-24,0.052531,2023-07-14,AUTORA
selic_1916,2015-11-23,0.052531,2023-07-14,AUTORA
selic_1917,2015-11-20,0.052531,2023-07-14,AUTORA
selic_1918,2015-11-19,0.052531,2023-07-14,AUTORA
selic_1919,2015-11-18,0.052531,2023-07-14,AUTORA
selic_1920,2015-11-17,0.052531,2023-07-14,AUTORA
selic_1921,2015-11-16,0.052531,2023-07-14,AUTORA
selic_1922,2015-11-13,0.052531,2023-07-14,AUTORA
selic_1923,2015-11-12,0.052531,2023-07-14,AUTORA
selic_1924,2015-11-11,0.052531,2023-07-14,AUTORA
selic_1925,2015-11-10,0.052531,2023-07-14,AUTORA
selic_1926,2015-11-09,0.052531,2023-07-14,AUTORA
selic_1927,2015-11-06,0.052531,2023-07-14,AUTORA
selic_1928,2015-11-05,0.052531,2023-07-14,AUTORA
selic_1929,2015-11-04,0.052531,2023-07-14,AUTORA
selic_1930,2015-11-03,0.052531,2023-07-14,AUTORA
selic_1931,2015-10-30,0.052531,2023-07-14,AUTORA
selic_1932,2015-10-29,0.052531,2023-07-14,AUTORA
selic_1933,2015-10-28,0.052531,2023-07-14,AUTORA
selic_1934,2015-10-27,0.052531,2023-07-14,AUTORA
selic_1935,2015-10-26,0.052531,2023-07-14,AUTORA
selic_1936,2015-10-23,0.052531,2023-07-14,AUTORA
selic_1937,2015-10-22,0.052531,2023-07-14,AUTORA
selic_1938,2015-10-21,0.052531,2023-07-14,AUTORA
selic_1939,2015-10-20,0.052531,2023-07-14,AUTORA
selic_1940,2015-10-19,0.052531,2023-07-14,AUTORA
selic_1941,2015-10-16,0.052531,2023-07-14,AUTORA
selic_1942,2015-10-15,0.052531,2023-07-14,AUTORA
selic_1943,2015-10-14,0.052531,2023-07-14,AUTORA
selic_1944,2015-10-13,0.052531,2023-07-14,AUTORA
selic_1945,2015-10-09,0.052531,2023-07-14,AUTORA
selic_1946,2015-10-08,0.052531,2023-07-14,AUTORA
selic_1947,2015-10-07,0.052531,2023-07-14,AUTORA
selic_1948,2015-10-06,0.052531,2023-07-14,AUTORA
selic_1949,2015-10-05,0.052531,2023-07-14,AUTORA
selic_1950,2015-10-02,0.052531,2023-07-14,AUTORA
selic_1951,2015-10-01,0.052531,2023-07-14,AUTORA
selic_1952,2015-09-30,0.052531,2023-07-14,AUTORA
selic_1953,2015-09-29,0.052531,2023-07-14,AUTORA
selic_1954,2015-09-28,0.052531,2023-07-14,AUTORA
selic_1955,2015-09-25,0.052531,2023-07-14,AUTORA
selic_1956,2015-09-24,0.052531,2023-07-14,AUTORA
selic_1957,2015-09-23,0.052531,2023-07-14,AUTORA
selic_1958,2015-09-22,0.052531,2023-07-14,AUTORA
selic_1959,2015-09-21,0.052531,2023-07-14,AUTORA
selic_1960,2015-09-18,0.052531,2023-07-14,AUTORA
selic_1961,2015-09-17,0.052531,2023-07-14,AUTORA
selic_1962,2015-09-16,0.052531,2023-07-14,AUTORA
selic_1963,2015-09-15,0.052531,2023-07-14,AUTORA
selic_1964,2015-09-14,0.052531,2023-07-14,AUTORA
selic_1965,2015-09-11,0.052531,2023-07-14,AUTORA
selic_1966,2015-09-10,0.052531,2023-07-14,AUTORA
selic_1967,2015-09-09,0.052531,2023-07-14,AUTORA
selic_1968,2015-09-08,0.052531,2023-07-14,AUTORA
selic_1969,2015-09-04,0.052531,2023-07-14,AUTORA
selic_1970,2015-09-03,0.052531,2023-07-14,AUTORA
selic_1971,2015-09-02,0.052531,2023-07-14,AUTORA
selic_1972,2015-09-01,0.052531,2023-07-14,AUTORA
selic_1973,2015-08-31,0.052531,2023-07-14,AUTORA
selic_1974,2015-08-28,0.052531,2023-07-14,AUTORA
selic_1975,2015-08-27,0.052531,2023-07-14,AUTORA
selic_1976,2015-08-26,0.052531,2023-07-14,AUTORA
selic_1977,2015-08-25,0.052531,2023-07-14,AUTORA
selic_1978,2015-08-24,0.052531,2023-07-14,AUTORA
selic_1979,2015-08-21,0.052531,2023-07-14,AUTORA
selic_1980,2015-08-20,0.052531,2023-07-14,AUTORA
selic_1981,2015-08-19,0.052531,2023-07-14,AUTORA
selic_1982,2015-08-18,0.052531,2023-07-14,AUTORA
selic_1983,2015-08-17,0.052531,2023-07-14,AUTORA
selic_1984,2015-08-14,0.052531,2023-07-14,AUTORA
selic_1985,2015-08-13,0.052531,2023-07-14,AUTORA
selic_1986,2015-08-12,0.052531,2023-07-14,AUTORA
selic_1987,2015-08-11,0.052531,2023-07-14,AUTORA
selic_1988,2015-08-10,0.052531,2023-07-14,AUTORA
selic_1989,2015-08-07,0.052531,2023-07-14,AUTORA
selic_1990,2015-08-06,0.052531,2023-07-14,AUTORA
selic_1991,2015-08-05,0.052531,2023-07-14,AUTORA
selic_1992,2015-08-04,0.052531,2023-07-14,AUTORA
selic_1993,2015-08-03,0.052531,2023-07-14,AUTORA
selic_1994,2015-07-31,0.052531,2023-07-14,AUTORA
selic_1995,2015-07-30,0.052531,2023-07-14,AUTORA
selic_1996,2015-07-29,0.050788,2023-07-14,AUTORA
selic_1997,2015-07-28,0.050788,2023-07-14,AUTORA
selic_1998,2015-07-27,0.050788,2023-07-14,AUTORA
selic_1999,2015-07-24,0.050788,2023-07-14,AUTORA
selic_2000,2015-07-23,0.050788,2023-07-14,AUTORA
selic_2001,2015-07-22,0.050788,2023-07-14,AUTORA
selic_2002,2015-07-21,0.050788,2023-07-14,AUTORA
selic_2003,2015-07-20,0.050788,2023-07-14,AUTORA
selic_2004,2015-07-17,0.050788,2023-07-14,AUTORA
selic_2005,2015-07-16,0.050788,2023-07-14,AUTORA
selic_2006,2015-07-15,0.050788,2023-07-14,AUTORA
selic_2007,2015-07-14,0.050788,2023-07-14,AUTORA
selic_2008,2015-07-13,0.050788,2023-07-14,AUTORA
selic_2009,2015-07-10,0.050788,2023-07-14,AUTORA
selic_2010,2015-07-09,0.050788,2023-07-14,AUTORA
selic_2011,2015-07-08,0.050788,2023-07-14,AUTORA
selic_2012,2015-07-07,0.050788,2023-07-14,AUTORA
selic_2013,2015-07-06,0.050788,2023-07-14,AUTORA
selic_2014,2015-07-03,0.050788,2023-07-14,AUTORA
selic_2015,2015-07-02,0.050788,2023-07-14,AUTORA
selic_2016,2015-07-01,0.050788,2023-07-14,AUTORA
selic_2017,2015-06-30,0.050788,2023-07-14,AUTORA
selic_2018,2015-06-29,0.050788,2023-07-14,AUTORA
selic_2019,2015-06-26,0.050788,2023-07-14,AUTORA
selic_2020,2015-06-25,0.050788,2023-07-14,AUTORA
selic_2021,2015-06-24,0.050788,2023-07-14,AUTORA
selic_2022,2015-06-23,0.050788,2023-07-14,AUTORA
selic_2023,2015-06-22,0.050788,2023-07-14,AUTORA
selic_2024,2015-06-19,0.050788,2023-07-14,AUTORA
selic_2025,2015-06-18,0.050788,2023-07-14,AUTORA
selic_2026,2015-06-17,0.050788,2023-07-14,AUTORA
selic_2027,2015-06-16,0.050788,2023-07-14,AUTORA
selic_2028,2015-06-15,0.050788,2023-07-14,AUTORA
selic_2029,2015-06-12,0.050788,2023-07-14,AUTORA
selic_2030,2015-06-11,0.050788,2023-07-14,AUTORA
selic_2031,2015-06-10,0.050788,2023-07-14,AUTORA
selic_2032,2015-06-09,0.050788,2023-07-14,AUTORA
selic_2033,2015-06-08,0.050788,2023-07-14,AUTORA
selic_2034,2015-06-05,0.050788,2023-07-14,AUTORA
selic_2035,2015-06-03,0.049037,2023-07-14,AUTORA
selic_2036,2015-06-02,0.049037,2023-07-14,AUTORA
selic_2037,2015-06-01,0.049037,2023-07-14,AUTORA
selic_2038,2015-05-29,0.049037,2023-07-14,AUTORA
selic_2039,2015-05-28,0.049037,2023-07-14,AUTORA
selic_2040,2015-05-27,0.049037,2023-07-14,AUTORA
selic_2041,2015-05-26,0.049037,2023-07-14,AUTORA
selic_2042,2015-05-25,0.049037,2023-07-14,AUTORA
selic_2043,2015-05-22,0.049037,2023-07-14,AUTORA
selic_2044,2015-05-21,0.049037,2023-07-14,AUTORA
selic_2045,2015-05-20,0.049037,2023-07-14,AUTORA
selic_2046,2015-05-19,0.049037,2023-07-14,AUTORA
selic_2047,2015-05-18,0.049037,2023-07-14,AUTORA
selic_2048,2015-05-15,0.049037,2023-07-14,AUTORA
selic_2049,2015-05-14,0.049037,2023-07-14,AUTORA
